user_id,assembly,batchfile,c,c#,c++,clojure,coffeescript,css,elixir,emacs lisp,go,haskell,html,java,javascript,jupyter notebook,kotlin,lua,matlab,objective-c,objective-c++,ocaml,perl,php,powershell,purebasic,python,rascal,ruby,rust,scala,shell,swift,tex,typescript,vim script,vue
1use,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1zaak,0.0,0.0,0.0,0.0,0.0,0.03950256035113387,0.0,0.03950256035113387,0.07315288953913679,0.0,0.0,0.0,0.040965618141916606,0.021945866861741038,0.12728602779809803,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.016093635698610095,0.0,0.0,0.03218727139722019,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
213edu,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0547945205479452,0.0,0.0,0.0,0.0,0.11643835616438356,0.3424657534246575,0.04794520547945205,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.22602739726027396,0.0,0.03424657534246575,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
21dec,0.0,0.0,0.0,0.0,0.0,0.02601156069364162,0.0,0.028901734104046242,0.0,0.0,0.0,0.0,0.03757225433526012,0.04335260115606936,0.1329479768786127,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09826589595375723,0.0,0.0,0.0,0.02023121387283237,0.014450867052023121,0.0,0.0,0.0,0.0,0.0
235,0.0,0.0,0.0024937655860349127,0.0,0.0,0.0,0.02493765586034913,0.0,0.0,0.0,0.0,0.0,0.0,0.02743142144638404,0.09226932668329177,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.32169576059850374,0.0,0.007481296758104738,0.0,0.0,0.0,0.012468827930174564,0.0,0.0,0.0,0.0
24icewolf42,0.0,0.0,0.0,0.0,0.5675675675675675,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16216216216216217,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02702702702702703,0.0,0.0,0.0
255kb,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.026709401709401708,0.0,0.0,0.0,0.0,0.0405982905982906,0.013888888888888888,0.0641025641025641,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.030982905982905984,0.0,0.0
25thhour,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09523809523809523,0.0,0.047619047619047616,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
26medias,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03107113654946852,0.0,0.0,0.0,0.0,0.022076860179885527,0.0,0.24693376941946035,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.008176614881439084,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.014717906786590351,0.0,0.0,0.0,0.0,0.0
284km,0.0,0.0,0.0,0.0,0.0,0.0,0.029386343993085567,0.0,0.0,0.0,0.0,0.0,0.0,0.010371650821089023,0.01296456352636128,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2627484874675886,0.0,0.0,0.006050129645635264,0.0,0.0,0.0,0.043215211754537596,0.0
29decibel,0.0,0.0,0.0,0.0,0.0,0.15797914995990378,0.0,0.0,0.0,0.0,0.05132317562149158,0.0,0.020850040096230954,0.0,0.06976744186046512,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.018444266238973536,0.0,0.034482758620689655,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2bbb,0.0,0.0,0.0047169811320754715,0.0,0.21226415094339623,0.0,0.0,0.022641509433962263,0.0,0.0,0.0,0.0,0.02169811320754717,0.0,0.12358490566037736,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.022641509433962263,0.0,0.0,0.0,0.0
2bj,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01224177505738332,0.0,0.0,0.0,0.0,0.020657995409334353,0.0,0.07804131599081866,0.0,0.0,0.0,0.0,0.03136954858454476,0.0,0.0,0.0,0.14460596786534047,0.0,0.0,0.0,0.0,0.0045906656465187455,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2c2c,0.0,0.0,0.026627218934911243,0.0,0.008875739644970414,0.0,0.0,0.0,0.09171597633136094,0.0,0.0,0.0,0.0,0.0,0.4156804733727811,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.128698224852071,0.0,0.0,0.0,0.0,0.010355029585798817,0.0,0.010355029585798817,0.0,0.0,0.0
2dxgujun,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04509283819628647,0.0,0.0,0.0,0.0,0.0,0.14854111405835543,0.07029177718832891,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01856763925729443,0.0,0.0,0.0,0.0,0.0,0.0,0.01989389920424403,0.0
2gua,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2mittens,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.043478260869565216,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.45652173913043476,0.0,0.0,0.0,0.0
2ndtonone,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3611111111111111,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2p0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2pi,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2857142857142857,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.42857142857142855,0.0,0.0,0.0
2xyo,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0029296875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.029296875,0.0,0.2353515625,0.0,0.0,0.0,0.0,0.138671875,0.0,0.0,0.0,0.0,0.0
321cyb,0.0,0.0,0.00398406374501992,0.0,0.01593625498007968,0.0,0.0,0.04780876494023904,0.0,0.0,0.043824701195219126,0.02390438247011952,0.0,0.0,0.05976095617529881,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11952191235059761,0.0,0.0,0.0,0.14342629482071714,0.027888446215139442,0.0,0.0,0.0,0.0,0.0
343dev,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1346153846153846,0.0,0.5576923076923077,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
343max,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07374392220421394,0.0,0.0,0.0,0.0,0.21474878444084278,0.0,0.0,0.0,0.02593192868719611,0.0,0.0,0.024311183144246355,0.0,0.0,0.0,0.0,0.0,0.08184764991896272,0.0,0.0,0.0,0.0
3h4x,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01732283464566929,0.0,0.0,0.05433070866141732,0.0,0.0,0.0,0.027559055118110236,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07559055118110236,0.0,0.006299212598425197,0.0,0.0,0.1220472440944882,0.0,0.0,0.0,0.0,0.0
3rd-Eden,0.0,0.0,0.0,0.0,0.017437452615617893,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0075815011372251705,0.0,0.3411675511751327,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3rdman,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03114754098360656,0.0,0.019672131147540985,0.012295081967213115,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01639344262295082,0.023770491803278688,0.0,0.0,0.03770491803278689,0.0,0.036065573770491806,0.0,0.027868852459016394,0.02459016393442623,0.0,0.0,0.0,0.0,0.0
40,0.0,0.0,0.0,0.029748283752860413,0.043478260869565216,0.0,0.011441647597254004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11441647597254005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.036613272311212815,0.0,0.0,0.011441647597254004,0.0,0.0,0.0,0.0,0.04576659038901602,0.0,0.0,0.0,0.0,0.0
404pnf,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.26785714285714285,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06655844155844155,0.0,0.0,0.0,0.0,0.33766233766233766,0.0,0.0,0.03571428571428571,0.0,0.0,0.0,0.0,0.0
40thieves,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005687203791469194,0.0,0.0,0.0,0.0,0.0,0.0,0.27014218009478674,0.0,0.0,0.0,0.026540284360189573,0.0,0.0,0.0,0.0,0.05781990521327014,0.0,0.0,0.0,0.0,0.02085308056872038,0.0,0.0,0.027488151658767772,0.0,0.01990521327014218,0.0,0.0,0.0
42antoine,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12244897959183673,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1836734693877551,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12244897959183673,0.0,0.0,0.0,0.0,0.0
42thcoder,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.019638648860958365,0.0,0.0,0.02749410840534171,0.0,0.029850746268656716,0.0,0.016496465043205028,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.211311861743912,0.0,0.0,0.024351924587588374,0.0,0.0,0.0,0.0,0.0
44670,0.0,0.0,0.35586734693877553,0.05229591836734694,0.06377551020408163,0.0,0.0,0.0,0.0,0.0,0.02806122448979592,0.0,0.0,0.0,0.047193877551020405,0.0,0.0,0.017857142857142856,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.029336734693877552,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4bh1nav,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.032520325203252036,0.6585365853658537,0.024390243902439025,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12195121951219512,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4brunu,0.0,0.0,0.03260869565217391,0.0,0.07065217391304347,0.0,0.0,0.012681159420289856,0.0,0.0,0.0,0.0,0.034420289855072464,0.1068840579710145,0.0,0.0,0.0,0.0,0.0,0.028985507246376812,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.010869565217391304,0.0,0.0,0.0,0.036231884057971016,0.0,0.0,0.0,0.0
4dma,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09523809523809523,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.21904761904761905,0.0,0.0,0.01904761904761905,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4gray,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02242152466367713,0.026905829596412557,0.13901345291479822,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04035874439461883,0.0,0.0
4iji,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0039177277179236044,0.0,0.0,0.0,0.0,0.00881488736532811,0.0,0.0,0.0,0.0,0.0,0.0,0.4603330068560235,0.0,0.0,0.0,0.0,0.019588638589618023,0.0,0.0,0.0,0.0,0.0
4nd3r,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03773584905660377,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.018867924528301886,0.0,0.0,0.09433962264150944,0.0,0.0,0.0,0.0,0.3018867924528302,0.0,0.0,0.0,0.0,0.0
54sword,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.31547619047619047,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
551618846,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06294706723891273,0.3133047210300429,0.09585121602288985,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07296137339055794,0.0,0.0,0.06866952789699571,0.0,0.0,0.0,0.0,0.0,0.0,0.017167381974248927,0.0,0.0,0.0
5d,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.044444444444444446,0.0,0.044444444444444446,0.0,0.0,0.0,0.0,0.1111111111111111,0.0,0.044444444444444446,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.014814814814814815,0.0,0.0,0.0,0.05925925925925926,0.0,0.0,0.0,0.0
5outh,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01775147928994083,0.2698224852071006,0.028402366863905324,0.0,0.10650887573964497,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.029585798816568046,0.04497041420118343,0.0,0.0,0.040236686390532544,0.0,0.0,0.014201183431952662,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5pecia1,0.0,0.0,0.02258469259723965,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.037641154328732745,0.060225846925972396,0.0903387703889586,0.12045169385194479,0.053952321204516936,0.04767879548306148,0.03262233375156838,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09410288582183186,0.0,0.02132998745294856,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
